"Row ID","Order Priority","Discount","Unit Price","Shipping Cost","Customer ID","Customer Name","Product Name","Product Base Margin","Country","City","Order Date","Ship Date","Profit","column1","Quantity ordered new","Sales","Order ID"
"23274","Low","0.05","155.06","7.07","67","Ellen McCormick","Dual Level, Single-Width Filing Carts","0.59","United States","Napa","1/2/2015","1/9/2015","845.664","true","8","1225.6","87946"
"5272","Low","0","291.73","48.8","68","Scott Bunn","Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs","0.56","United States","New York City","1/2/2015","1/2/2015","-308.928","false","4","1239.06","37537"
"5273","Low","0.07","100.98","45","68","Scott Bunn","Hon Valutask™ Swivel Chairs","0.69","United States","New York City","1/2/2015","1/4/2015","-1679.76","false","43","4083.19","37537"
"5274","Low","0.05","155.06","7.07","68","Scott Bunn","Dual Level, Single-Width Filing Carts","0.59","United States","New York City","1/2/2015","1/9/2015","575.396","true","32","4902.38","37537"
"7786","High","0.09","122.99","70.2","68","Scott Bunn","Global High-Back Leather Tilter, Burgundy","0.74","United States","New York City","2/2/2015","2/4/2015","-2426.55","false","49","5718.85","55713"
"25786","High","0.09","122.99","70.2","70","Annette Boone","Global High-Back Leather Tilter, Burgundy","0.74","United States","Burlington","2/2/2015","2/4/2015","-2426.55","false","12","1400.53","87947"
"18281","High","0.04","296.18","54.12","83","Edgar Stone","Hon 94000 Series Round Tables","0.76","United States","Canton","3/15/2015","3/15/2015","-715.778206","false","6","1821.89","87365"
"23639","Not Specified","0","8.09","7.96","84","Helen Stein","6"" Cubicle Wall Clock, Black","0.49","United States","Cincinnati","2/2/2015","2/3/2015","-144.56","false","11","90.98","87364"
"23880","High","0.08","896.99","19.99","84","Helen Stein","GBC DocuBind TL300 Electric Binding System","0.38","United States","Cincinnati","3/30/2015","4/2/2015","7402.32","true","13","10728","87366"
"24663","Low","0.05","161.55","19.99","87","Norman Shields","Fellowes Super Stor/Drawer® Files","0.66","United States","Vacaville","6/3/2015","6/8/2015","1892.424","true","19","3127.69","90596"
"23841","High","0.09","4.91","0.5","87","Norman Shields","Avery 493","0.36","United States","Vacaville","3/22/2015","3/23/2015","28.8558","true","9","41.82","90597"
"23842","High","0.01","296.18","54.12","87","Norman Shields","Hon 94000 Series Round Tables","0.76","United States","Vacaville","3/22/2015","3/25/2015","173.48","true","9","2875.72","90597"
"23071","High","0.07","19.84","4.1","91","Wallace Werner","Prismacolor Color Pencil Set","0.44","United States","Vallejo","5/17/2015","5/18/2015","117.852","true","9","170.8","87175"
"19877","Medium","0.05","5.18","2.04","91","Wallace Werner","Array® Memo Cubes","0.36","United States","Vallejo","2/18/2015","2/20/2015","34.0104","true","10","53.54","87176"
"19611","Medium","0.06","175.99","8.99","91","Wallace Werner","2180","0.57","United States","Vallejo","3/4/2015","3/6/2015","2031.507","true","23","3363.53","87177"
"23069","High","0.07","8.34","1.43","92","Victoria Baker Hoover","REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","0.35","United States","Terrytown","5/17/2015","5/19/2015","-190.68","false","16","132.08","87175"
"23070","High","0.09","4.98","6.07","92","Victoria Baker Hoover","Xerox 1897","0.36","United States","Terrytown","5/17/2015","5/18/2015","325.398","true","9","45.34","87175"
"23203","Medium","0.04","12.98","3.14","92","Victoria Baker Hoover","Acme® 8"" Straight Scissors","0.6","United States","Terrytown","6/7/2015","6/9/2015","22.818","true","16","216.04","87178"
"6243","Not Specified","0.04","160.98","30","94","Eddie House Mueller","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","0.62","United States","Chicago","5/3/2015","5/5/2015","116.1","true","37","6276.34","44231"
"6244","Not Specified","0.01","17.98","4","94","Eddie House Mueller","Belkin 107-key enhanced keyboard, USB/PS/2 interface","0.79","United States","Chicago","5/3/2015","5/5/2015","-87.96","false","146","2664.4","44231"
"24243","Not Specified","0.04","160.98","30","97","Max McKenna","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","0.62","United States","Manhattan","5/3/2015","5/5/2015","255.42","true","9","1526.68","87306"
"24245","Not Specified","0.06","115.99","8.99","97","Max McKenna","5185","0.58","United States","Manhattan","5/3/2015","5/4/2015","685.6146","true","20","1952.56","87306"
"18494","Medium","0.1","19.98","4","101","Claudia Boyle","Belkin 105-Key Black Keyboard","0.68","United States","Biddeford","6/22/2015","6/24/2015","-16.2","false","16","303.59","88205"
"6014","Medium","0.04","300.98","54.92","102","Caroline Johnston","Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","0.55","United States","Boston","4/6/2015","4/7/2015","2023.75","true","31","9459.94","42599"
"494","Medium","0.1","19.98","4","102","Caroline Johnston","Belkin 105-Key Black Keyboard","0.68","United States","Boston","6/22/2015","6/24/2015","-20.25","false","65","1233.32","3397"
"495","Medium","0.09","2.88","1.49","102","Caroline Johnston","Avery Durable Binders","0.36","United States","Boston","6/22/2015","6/23/2015","-3.381","false","17","47.31","3397"
"24014","Medium","0.04","300.98","54.92","107","Lois Hamilton","Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","0.55","United States","Dover","4/6/2015","4/7/2015","1684.4763","true","8","2441.27","88204"
"18495","Medium","0.09","2.88","1.49","109","Tom McFarland","Avery Durable Binders","0.36","United States","Lodi","6/22/2015","6/23/2015","-2.7048","false","4","11.13","88205"
"19074","High","0.03","4.26","1.2","114","Ron Newton","Dixon Prang® Watercolor Pencils, 10-Color Set with Brush","0.44","United States","Lake Oswego","1/3/2015","1/4/2015","18.658","true","7","29.5","89583"
"19950","Medium","0.01","4.91","0.5","114","Ron Newton","Avery 493","0.36","United States","Lake Oswego","4/4/2015","4/6/2015","40.2477","true","12","58.33","89584"
"19951","Medium","0.09","4","1.3","114","Ron Newton","EcoTones® Memo Sheets","0.37","United States","Lake Oswego","4/4/2015","4/6/2015","14.0898","true","5","20.42","89584"
"26241","Low","0.07","2.12","1.99","115","Dwight M Carr","Fuji Slim Jewel Case CD-R","0.55","United States","Mcminnville","4/9/2015","4/11/2015","-55.84","false","12","26.07","89585"
"1074","High","0.03","4.26","1.2","117","Linda Weiss","Dixon Prang® Watercolor Pencils, 10-Color Set with Brush","0.44","United States","Seattle","1/3/2015","1/4/2015","9.82","true","29","122.23","7909"
"1950","Medium","0.01","4.91","0.5","117","Linda Weiss","Avery 493","0.36","United States","Seattle","4/4/2015","4/6/2015","112.06","true","47","228.46","13959"
"1951","Medium","0.09","4","1.3","117","Linda Weiss","EcoTones® Memo Sheets","0.37","United States","Seattle","4/4/2015","4/6/2015","16.79","true","19","77.61","13959"
"8241","Low","0.07","2.12","1.99","117","Linda Weiss","Fuji Slim Jewel Case CD-R","0.55","United States","Seattle","4/9/2015","4/11/2015","-55.84","false","46","99.94","58914"
"20688","High","0.05","6.3","0.5","120","Helen H Murphy","Avery 51","0.39","United States","Layton","1/12/2015","1/13/2015","41.2965","true","10","59.85","86520"
"20689","High","0.09","205.99","3","120","Helen H Murphy","6185","0.58","United States","Layton","1/12/2015","1/14/2015","1179.0237","true","10","1708.73","86520"
"19942","Critical","0.06","8.57","6.14","123","Shawn Stern","Acme® Office Executive Series Stainless Steel Trimmers","0.59","United States","Tysons Corner","4/9/2015","4/10/2015","105.678","true","11","94.97","90669"
"24319","Not Specified","0.02","1.74","4.08","129","Kara Allison","Eldon Regeneration Recycled Desk Accessories, Smoke","0.53","United States","Alton","1/27/2015","1/28/2015","-37.39","false","5","10.23","86693"
"18161","Not Specified","0.07","15.74","1.39","129","Kara Allison","#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes","0.4","United States","Alton","5/25/2015","5/26/2015","149.8887","true","14","217.23","86694"
"25762","Critical","0.04","18.97","9.54","136","Dale Gillespie","Xerox 1939","0.37","United States","Petaluma","5/16/2015","5/17/2015","3.04","true","5","101.74","88534"
"25764","Critical","0.09","10.98","3.37","136","Dale Gillespie","Fiskars® Softgrip Scissors","0.57","United States","Petaluma","5/16/2015","5/17/2015","2.706","true","8","84.52","88534"
"24803","Critical","0.03","22.84","11.54","142","Brooke Weeks Taylor","Xerox 1964","0.39","United States","Ansonia","6/2/2015","6/3/2015","91.956","true","13","312.59","91087"
"24805","Critical","0.05","10.98","3.37","144","Marguerite Moss","Fiskars® Softgrip Scissors","0.57","United States","Yarmouth","6/2/2015","6/3/2015","-2.544","false","6","64.4","91087"
"24849","Medium","0.06","7.04","2.17","145","Rhonda Ivey","Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page","0.38","United States","West Mifflin","1/15/2015","1/17/2015","2.4852","true","2","14.65","91086"
"25582","Low","0.07","154.13","69","145","Rhonda Ivey","Laminate Occasional Tables","0.68","United States","West Mifflin","3/16/2015","3/16/2015","-634.7341","false","3","453.62","91089"
"23365","Not Specified","0.01","45.98","4.8","146","Yvonne Fox","Tenex B1-RE Series Chair Mats for Low Pile Carpets","0.68","United States","Watauga","3/12/2015","3/13/2015","133.5771","true","4","193.59","91088"
"22907","Medium","0.06","180.98","26.2","146","Yvonne Fox","Global Ergonomic Managers Chair","0.59","United States","Watauga","4/23/2015","4/24/2015","251.4084","true","5","929.57","91090"
"19058","Critical","0.09","32.98","5.5","151","Geoffrey Zhu","PC Concepts 116 Key Quantum 3000 Keyboard","0.75","United States","Kingsport","1/22/2015","1/23/2015","-20.258","false","2","62.46","89521"
"20679","High","0.09","5.98","2.5","151","Geoffrey Zhu","Wausau Papers Astrobrights® Colored Envelopes","0.36","United States","Kingsport","4/20/2015","4/22/2015","13.896","true","5","28.11","89523"
"21103","Critical","0.09","2.88","0.7","152","Kent Kerr","Newell 335","0.56","United States","Knoxville","1/15/2015","1/16/2015","-172.718","false","2","5.5","89520"
"22243","Low","0.01","79.52","48.2","152","Kent Kerr","Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets","0.74","United States","Knoxville","4/19/2015","4/26/2015","-40.684","false","8","667.84","89522"
"21767","High","0.01","65.99","8.99","152","Kent Kerr","StarTAC Analog","0.6","United States","Knoxville","3/29/2015","4/1/2015","97.86","true","5","292.23","89524"
"22470","Low","0.1","39.98","4","152","Kent Kerr","Microsoft Natural Keyboard Elite","0.7","United States","Knoxville","6/18/2015","6/22/2015","360.24","true","21","772.56","89525"
"22329","Critical","0.01","95.99","4.9","156","Diana Xu","T60","0.56","United States","Fort Collins","5/14/2015","5/15/2015","713.88","true","13","1050.08","87671"
"20324","High","0.03","10.89","4.5","156","Diana Xu","Belkin 6 Outlet Metallic Surge Strip","0.59","United States","Fort Collins","1/25/2015","1/26/2015","-18.64","false","3","33.82","87672"
"26102","Medium","0.05","100.98","35.84","164","Robin Kramer Vaughn","Bush Westfield Collection Bookcases, Fully Assembled","0.62","United States","Richland","1/2/2015","1/4/2015","-111.4","false","7","715.55","89961"
"26103","Medium","0.02","4.98","5.49","164","Robin Kramer Vaughn","Xerox 1952","0.38","United States","Richland","1/2/2015","1/3/2015","-77.03","false","9","45.63","89961"
"21040","Low","0.08","399.98","12.06","166","Vicki Hauser","Okidata ML320 Series Turbo Dot Matrix Printers","0.56","United States","Lebanon","1/11/2015","1/18/2015","28.5141","true","5","1839.91","89426"
"19315","Low","0.08","43.22","16.71","169","Janice Cole","Fellowes Mobile Numeric Keypad, Graphite","0.66","United States","Baton Rouge","1/3/2015","1/5/2015","280.27458","true","3","130.62","87463"
"19316","Low","0.05","574.74","24.49","169","Janice Cole","Polycom ViaVideo™ Desktop Video Communications Unit","0.37","United States","Baton Rouge","1/3/2015","1/10/2015","-112.4263","false","12","6945.16","87463"
"19317","Low","0.04","10.14","2.27","169","Janice Cole","Staples Wirebound Steno Books, 6"" x 9"", 12/Pack","0.36","United States","Baton Rouge","1/3/2015","1/7/2015","24.924","true","3","30.94","87463"
"19314","Critical","0.05","1.88","1.49","171","Christina Matthews","Staples® General Use 3-Ring Binders","0.37","United States","Fort Lee","4/13/2015","4/15/2015","-2.9095","false","1","3.42","87464"
"5361","Critical","0.02","49.99","19.99","181","Wesley Waller","Zoom V.92 USB External Faxmodem","0.41","United States","San Francisco","2/21/2015","2/21/2015","-76.89","false","18","901.81","38087"
"522","High","0.07","1.68","1.57","181","Wesley Waller","Newell 323","0.59","United States","San Francisco","5/22/2015","5/23/2015","-35.75","false","116","186.59","3585"
"23361","Critical","0.02","49.99","19.99","184","Phillip Holmes","Zoom V.92 USB External Faxmodem","0.41","United States","Arlington","2/21/2015","2/21/2015","-76.89","false","5","250.5","88360"
"18521","High","0.07","10.06","2.06","188","Alex Harrell","Riverleaf Stik-Withit® Designer Note Cubes®","0.39","United States","Gainesville","5/22/2015","5/22/2015","152.6556","true","23","221.24","88361"
"18522","High","0.07","1.68","1.57","188","Alex Harrell","Newell 323","0.59","United States","Gainesville","5/22/2015","5/23/2015","7.15000000000001","true","29","46.65","88361"
"18817","High","0.1","58.1","1.49","190","Lloyd Norris","Avery Arch Ring Binders","0.38","United States","Arlington Heights","2/12/2015","2/13/2015","113.6499","true","3","164.71","89092"
"18818","High","0.01","80.48","4.5","191","Gerald Kearney","APC 7 Outlet Network SurgeArrest Surge Protector","0.55","United States","Aurora","2/12/2015","2/15/2015","-35.4744","false","1","79.68","89092"
"20520","Not Specified","0.05","3.8","1.49","191","Gerald Kearney","Durable Pressboard Binders","0.38","United States","Aurora","4/9/2015","4/11/2015","14.467","true","14","53.26","89093"
"20521","Not Specified","0.09","30.73","4","191","Gerald Kearney","Fellowes 17-key keypad for PS/2 interface","0.75","United States","Aurora","4/9/2015","4/9/2015","-99.9864","false","7","203.49","89093"
"20522","Not Specified","0","125.99","8.08","191","Gerald Kearney","StarTAC ST7762","0.57","United States","Aurora","4/9/2015","4/10/2015","1348.59672","true","22","2356.01","89093"
"19663","Not Specified","0","213.45","14.7","193","Danny Hong","Panasonic KX-P2130 Dot Matrix Printer","0.59","United States","Layton","1/3/2015","1/5/2015","-560.81418","false","1","224.12","90430"
"20645","Medium","0.07","6.54","5.27","193","Danny Hong","Wilson Jones® Four-Pocket Poly Binders","0.36","United States","Layton","3/30/2015","4/1/2015","-66.0445","false","21","140.3","90432"
"24273","Not Specified","0.02","6.48","9.17","194","Tammy Goldman","Xerox 1996","0.37","United States","Lehi","1/10/2015","1/11/2015","-105.6852","false","4","28.2","90431"
"20646","Medium","0.09","3.29","1.35","194","Tammy Goldman","Acco® Hot Clips™ Clips to Go","0.4","United States","Lehi","3/30/2015","4/1/2015","15.66","true","23","71.55","90432"
"25158","Critical","0","161.55","19.99","197","Samantha Weaver","Fellowes Super Stor/Drawer® Files","0.66","United States","Overland Park","4/2/2015","4/4/2015","1167.158","true","19","3108.98","88921"
"7158","Critical","0","161.55","19.99","198","Leroy Blanchard","Fellowes Super Stor/Drawer® Files","0.66","United States","Detroit","4/2/2015","4/4/2015","1014.92","true","77","12599.55","51072"
"22136","Not Specified","0.09","12.28","4.86","202","Max Small","Xerox 1933","0.38","United States","Bartlesville","4/27/2015","4/28/2015","1.73","true","3","34.65","88971"
"18783","High","0.03","7.37","5.53","202","Max Small","Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box","0.69","United States","Bartlesville","1/16/2015","1/18/2015","-133.7","false","11","85.79","88972"
"21401","Low","0.05","1.86","2.58","210","Floyd Dale","Super Bands, 12/Pack","0.82","United States","Troy","1/17/2015","1/21/2015","-66.62","false","9","17.61","85965"
"23097","Medium","0.09","5.4","7.78","210","Floyd Dale","3M Organizer Strips","0.37","United States","Troy","6/2/2015","6/2/2015","-21.48775","false","4","27.3","85966"
"23098","Medium","0.02","20.28","6.68","210","Floyd Dale","Seth Thomas 8 1/2"" Cubicle Clock","0.53","United States","Troy","6/2/2015","6/2/2015","44.6775","true","3","64.75","85966"
"23099","Medium","0","11.55","2.36","210","Floyd Dale","Newell 309","0.55","United States","Troy","6/2/2015","6/3/2015","23.595","true","5","62.98","85966"
"23605","Medium","0.01","10.06","2.06","211","Anna Wood","Riverleaf Stik-Withit® Designer Note Cubes®","0.39","United States","Utica","1/6/2015","1/8/2015","7.59","true","2","21.2","85964"
"23606","Medium","0","65.99","5.92","211","Anna Wood","252","0.55","United States","Utica","1/6/2015","1/8/2015","-107.987","false","3","173.32","85964"
"23100","Medium","0.05","2.08","2.56","211","Anna Wood","Kleencut® Forged Office Shears by Acme United Corporation","0.55","United States","Utica","6/2/2015","6/3/2015","-36.25","false","20","42.29","85966"
"26303","Medium","0.05","119.99","56.14","218","Frances Saunders","Hewlett-Packard 2600DN Business Color Inkjet Printer","0.39","United States","Murray","6/9/2015","6/11/2015","-102.5121","false","6","730.37","88048"
"21203","Medium","0.03","60.89","32.41","228","Colleen Andrews","Global Push Button Manager's Chair, Indigo","0.56","United States","Mint Hill","4/2/2015","4/3/2015","36.354","true","7","450.49","88527"
"25500","Medium","0.07","5.81","8.49","233","Michele Bullard","Fellowes Black Plastic Comb Bindings","0.39","United States","Orland Park","2/20/2015","2/22/2015","-243.2365","false","10","58.8","90237"
"25501","Medium","0.04","9.65","6.22","233","Michele Bullard","Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak","0.55","United States","Orland Park","2/20/2015","2/21/2015","-53.62","false","12","120.47","90237"
"23058","Critical","0.06","279.81","23.19","234","Don Cameron","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","0.59","United States","Newton","2/5/2015","2/6/2015","1103.9724","true","6","1599.96","90236"
"25121","High","0.03","28.53","1.49","234","Don Cameron","Lock-Up Easel 'Spel-Binder'","0.38","United States","Newton","3/27/2015","3/29/2015","136.3371","true","7","197.59","90238"
"25122","High","0.01","15.28","1.99","234","Don Cameron","Memorex 4.7GB DVD+R, 3/Pack","0.42","United States","Newton","3/27/2015","3/29/2015","-12.46","false","2","33.04","90238"
"22044","Low","0.06","3.34","7.49","234","Don Cameron","Eldon Spacemaker® Box, Quick-Snap Lid, Clear","0.54","United States","Newton","4/28/2015","4/30/2015","-175.86","false","8","27.45","90239"
"18885","Not Specified","0","442.14","14.7","236","Shawn McIntyre","Okidata ML390 Turbo Dot Matrix Printers","0.56","United States","Louisville","2/22/2015","2/22/2015","3294.8259","true","10","4775.11","86621"
"24327","Medium","0.1","19.98","5.77","240","Gilbert Scarborough","Xerox Blank Computer Paper","0.38","United States","Fountain","4/20/2015","4/20/2015","35.09","true","3","57.41","90479"
"24328","Medium","0.06","259.71","66.67","241","Amy Ellis Holder","Bevis Round Bullnose 29"" High Table Top","0.61","United States","Grand Junction","4/20/2015","4/21/2015","785.63","true","11","2809.87","90479"
"25264","Low","0.01","5.94","9.92","241","Amy Ellis Holder","Storex Dura Pro™ Binders","0.38","United States","Grand Junction","5/26/2015","6/2/2015","-256.519","false","13","79.93","90480"
"25265","Low","0.02","125.99","3","241","Amy Ellis Holder","270c","0.59","United States","Grand Junction","5/26/2015","5/26/2015","398.358","true","8","873.18","90480"
"18849","Medium","0.02","146.05","80.2","247","Marshall Brandt Briggs","BPI Conference Tables","0.71","United States","Maryville","2/23/2015","2/23/2015","-101.192","false","5","798.69","89139"
"18850","Medium","0.06","65.99","5.92","247","Marshall Brandt Briggs","252","0.55","United States","Maryville","2/23/2015","2/24/2015","-3.33200000000003","false","14","792.11","89139"
"18842","Medium","0.09","2.88","0.99","247","Marshall Brandt Briggs","Avery 514","0.36","United States","Maryville","3/21/2015","3/23/2015","-145.082","false","10","28.73","89140"
"18773","Critical","0.02","2.58","1.3","250","Brenda Nelson Blanchard","DIXON Oriole® Pencils","0.59","United States","Richfield","5/28/2015","5/29/2015","1.108","true","39","109.74","87214"
"18774","Critical","0.02","65.99","3.9","250","Brenda Nelson Blanchard","StarTAC Series","0.55","United States","Richfield","5/28/2015","5/29/2015","1061.379","true","27","1543.55","87214"
"18801","Medium","0.1","280.98","35.67","254","Brett Hawkins","Global Adaptabilities™ Conference Tables","0.66","United States","Highlands Ranch","6/10/2015","6/11/2015","-53.745","false","5","1332.82","86268"
"20577","Critical","0.03","8.34","2.64","256","Irene Li","Acme® Elite Stainless Steel Scissors","0.59","United States","Hanover","1/31/2015","2/2/2015","0.683999999999999","true","4","34.64","86267"
"24498","Medium","0.05","17.48","1.99","258","Allan Shields","Maxell Pro 80 Minute CD-R, 10/Pack","0.45","United States","Seminole","1/2/2015","1/4/2015","-127.008","false","3","52.47","85858"
"18011","Low","0.09","2.88","0.7","259","Edward Pugh","Newell 340","0.56","United States","Santa Fe","1/19/2015","1/19/2015","5.7532","true","10","26.38","85857"
"22370","High","0.05","31.76","45.51","263","Carlos Hess","Hon iLevel™ Computer Training Table","0.65","United States","Cleveland Heights","1/21/2015","1/23/2015","-2177.986096","false","9","304.34","86297"
"20858","Not Specified","0","73.98","12.14","266","Ross Frederick","Keytronic 105-Key Spanish Keyboard","0.67","United States","San Antonio","5/18/2015","5/20/2015","326.25","true","17","1300.81","90593"
"19823","Medium","0.08","6.48","7.03","266","Ross Frederick","Xerox 214","0.37","United States","San Antonio","5/15/2015","5/16/2015","8.93200000000001","true","10","67.86","90594"
"19824","Medium","0.01","20.34","35","266","Ross Frederick","Tennsco Commercial Shelving","0.84","United States","San Antonio","5/15/2015","5/16/2015","229.638","true","33","747.28","90594"
