"Row ID","Order Priority","Discount","Unit Price","Shipping Cost","average_Shipping Cost","Customer ID","Customer Name","Ship Mode","Customer Segment","Product Category","Product Sub-Category","Product Container","Product Name","Product Base Margin","Country","Region","State or Province","City","Postal Code","Order Date","Ship Date","Profit","Quantity ordered new","OverAll_discount_perItem","Sales","Order ID"
"20036","Critical","0.09","5.98","1.49","true","1860","Gina B Hess","Regular Air","Home Office","Office Supplies","Binders and Binder Accessories","Small Box","Avery Hanging File Binders","0.39","United States","East","Massachusetts","Webster","1570","6/15/2015","6/17/2015","13.2294","5","2.691","28.01","86846"
"18879","Not Specified","0.08","8.09","7.96","true","1869","Roberta Daniel","Regular Air","Consumer","Furniture","Office Furnishings","Small Box","6"" Cubicle Wall Clock, Black","0.49","United States","West","New Mexico","Alamogordo","88310","5/3/2015","5/4/2015","-88.82","10","6.4719999999999995","80.35","89209"
"19415","Medium","0.03","90.48","19.99","false","1873","Lisa Kim","Regular Air","Corporate","Office Supplies","Envelopes","Small Box","Tyvek® Side-Opening Peel & Seel® Expanding Envelopes","0.4","United States","South","Florida","Palm Beach Gardens","33403","1/17/2015","1/19/2015","15.354","1","2.7144","99.69","90099"
"19416","Medium","0.06","22.84","8.18","true","1873","Lisa Kim","Regular Air","Corporate","Office Supplies","Paper","Small Box","Xerox 1991","0.39","United States","South","Florida","Palm Beach Gardens","33403","1/17/2015","1/17/2015","-357.924","7","9.592799999999999","152.49","90099"
"20844","Critical","0.09","95.99","4.9","true","1875","Martin Kirk","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","T60","0.56","United States","South","Virginia","Chesapeake","23320","1/29/2015","1/31/2015","34.302","4","34.5564","320.75","90899"
"18284","Not Specified","0.09","5.78","5.67","true","1882","Anita Kent","Regular Air","Home Office","Office Supplies","Paper","Small Box","Xerox 1978","0.36","United States","East","New Jersey","Linden","7036","3/1/2015","3/3/2015","-7.96","1","0.5202","11.35","87378"
"18283","Not Specified","0.05","535.64","14.7","false","1885","Jacob Hirsch","Delivery Truck","Home Office","Technology","Office Machines","Jumbo Drum","Epson LQ-870 Dot Matrix Printer","0.59","United States","East","Rhode Island","Barrington","2806","3/1/2015","3/3/2015","4407.44","15","401.73","7029.1","87378"
"19918","Low","0.09","78.8","35","false","1889","Oscar Bowers","Regular Air","Home Office","Office Supplies","Storage & Organization","Large Box","Space Solutions™ Industrial Galvanized Steel Shelving.","0.83","United States","East","Ohio","Kettering","45429","4/17/2015","4/21/2015","-1025.0172","14","99.288","1059.38","90631"
"23886","Not Specified","0.03","320.64","29.2","false","1891","Gretchen Levine","Delivery Truck","Home Office","Furniture","Tables","Jumbo Box","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table","0.66","United States","East","Ohio","Lima","45801","4/5/2015","4/7/2015","429.754356","7","67.33439999999999","2233.46","90630"
"22858","Low","0.03","180.98","26.2","false","1893","Melanie Burgess","Delivery Truck","Consumer","Furniture","Chairs & Chairmats","Jumbo Drum","Global Ergonomic Managers Chair","0.59","United States","Central","Missouri","Webster Groves","63119","4/26/2015","4/30/2015","588.54","5","27.147","928.92","91262"
"23260","Critical","0","300.98","164.73","false","1894","Maureen Herbert Hood","Delivery Truck","Home Office","Furniture","Chairs & Chairmats","Jumbo Drum","Global Leather and Oak Executive Chair, Black","0.56","United States","Central","Wisconsin","Appleton","54915","2/24/2015","2/25/2015","2653.2915","12","0","3845.35","91261"
"23261","Critical","0.09","2.94","0.96","true","1894","Maureen Herbert Hood","Regular Air","Home Office","Office Supplies","Pens & Art Supplies","Wrap Bag","Newell 343","0.58","United States","Central","Wisconsin","Appleton","54915","2/24/2015","2/26/2015","-1.84","1","0.2646","3.77","91261"
"23237","High","0.01","26.17","1.39","true","1894","Maureen Herbert Hood","Regular Air","Consumer","Office Supplies","Envelopes","Small Box","Quality Park Security Envelopes","0.38","United States","Central","Wisconsin","Appleton","54915","3/18/2015","3/19/2015","237.0426","13","3.402100000000001","343.54","91263"
"19048","Low","0.07","172.99","19.99","false","1906","Penny Tuttle","Regular Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","Ibico EB-19 Dual Function Manual Binding System","0.39","United States","East","Ohio","Lima","45801","5/17/2015","5/17/2015","2502.6852","22","266.4046","3627.08","86500"
"19049","Low","0.09","7.64","1.39","true","1907","Amy Hall","Regular Air","Corporate","Office Supplies","Envelopes","Small Box","#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","0.36","United States","East","Ohio","Lorain","44052","5/17/2015","5/26/2015","0.688","1","0.6876","8.34","86500"
"23812","Not Specified","0.02","29.17","6.27","true","1910","Sean Stephenson","Regular Air","Home Office","Office Supplies","Binders and Binder Accessories","Small Box","Binding Machine Supplies","0.37","United States","South","Georgia","Peachtree City","30269","1/1/2015","1/2/2015","36.906","2","1.1668","63.32","91371"
"18962","Critical","0.03","11.99","5.99","true","1916","Marcia Feldman","Regular Air","Home Office","Technology","Office Machines","Medium Box","TI 30X Scientific Calculator","0.36","United States","South","Arkansas","Little Rock","72209","2/27/2015","2/28/2015","-216.0298","7","2.5179","83.72","85893"
"18016","High","0.01","125.99","8.99","true","1916","Marcia Feldman","Regular Air","Home Office","Technology","Telephones and Communication","Small Box","SC7868i","0.55","United States","South","Arkansas","Little Rock","72209","4/16/2015","4/18/2015","-45.472","9","11.3391","1011.44","85895"
"21000","Medium","0.08","18.7","8.99","true","1917","Tracy Buckley","Regular Air","Home Office","Furniture","Office Furnishings","Small Pack","Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock","0.47","United States","South","Arkansas","North Little Rock","72113","3/27/2015","3/28/2015","16.1364","7","10.472","132.23","85894"
"19967","High","0.08","22.23","3.63","true","1917","Tracy Buckley","Regular Air","Home Office","Furniture","Office Furnishings","Small Pack","Executive Impressions 14"" Contract Wall Clock","0.52","United States","South","Arkansas","North Little Rock","72113","3/1/2015","3/3/2015","-29.61","10","17.784","210.33","85897"
"22246","Low","0.1","10.44","5.75","true","1918","Hannah Tyson","Express Air","Home Office","Office Supplies","Binders and Binder Accessories","Small Box","Avery® 3 1/2"" Diskette Storage Pages, 10/Pack","0.39","United States","South","Arkansas","Paragould","72450","4/4/2015","4/11/2015","125.724","17","17.748","168.04","85898"
"24971","High","0","195.99","8.99","true","1919","Nathan Jenkins","Regular Air","Home Office","Technology","Telephones and Communication","Small Box","T28 WORLD","0.6","United States","South","Arkansas","Pine Bluff","71603","2/24/2015","2/25/2015","114.882","5","0","882.93","85896"
"21563","High","0.02","259.71","66.67","false","1927","Earl Alston","Delivery Truck","Home Office","Furniture","Tables","Jumbo Box","Bevis Round Bullnose 29"" High Table Top","0.65","United States","South","South Carolina","Greenville","29611","2/6/2015","2/6/2015","-14.448","8","41.553599999999996","1757.15","88579"
"22686","Not Specified","0.1","1889.99","19.99","false","1928","Gregory R Snow","Regular Air","Home Office","Office Supplies","Binders and Binder Accessories","Small Box","Ibico EPK-21 Electric Binding System","0.36","United States","South","South Carolina","Greer","29651","1/21/2015","1/21/2015","-42.546","1","188.99900000000002","1786.04","88580"
"18159","Low","0.06","3.58","1.63","true","1933","William Crawford","Regular Air","Corporate","Office Supplies","Rubber Bands","Wrap Bag","OIC Colored Binder Clips, Assorted Sizes","0.36","United States","Central","Texas","Garland","75043","4/19/2015","4/23/2015","14","10","2.1479999999999997","34.76","86687"
"19697","Low","0.04","180.98","30","false","1934","Scott Moore","Delivery Truck","Home Office","Furniture","Chairs & Chairmats","Jumbo Drum","Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms","0.69","United States","Central","Texas","Georgetown","78626","5/30/2015","5/30/2015","52.9880000000001","3","21.717599999999997","561.65","86688"
"19780","Critical","0.01","42.98","4.62","true","1935","Diana Coble Hubbard","Express Air","Corporate","Office Supplies","Appliances","Small Box","Belkin F9M820V08 8 Outlet Surge","0.56","United States","Central","Texas","Grand Prairie","75051","4/8/2015","4/10/2015","285.4737","9","3.8682","413.73","86686"
"19698","Low","0.06","3.25","49","false","1935","Diana Coble Hubbard","Regular Air","Home Office","Office Supplies","Appliances","Large Box","Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack","0.56","United States","Central","Texas","Grand Prairie","75051","5/30/2015","6/5/2015","10.508","2","0.39","55.6","86688"
"19699","Low","0.01","110.98","13.99","false","1935","Diana Coble Hubbard","Regular Air","Home Office","Furniture","Office Furnishings","Medium Box","Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle","0.69","United States","Central","Texas","Grand Prairie","75051","5/30/2015","6/4/2015","1448.7309","19","21.0862","2099.61","86688"
"19700","Low","0.05","3.95","2","true","1935","Diana Coble Hubbard","Express Air","Home Office","Office Supplies","Rubber Bands","Wrap Bag","Advantus Map Pennant Flags and Round Head Tacks","0.53","United States","Central","Texas","Grand Prairie","75051","5/30/2015","6/7/2015","1.004","23","4.5425","96.6","86688"
"23551","Medium","0.1","152.48","4","true","1938","Franklin Spencer","Express Air","Corporate","Technology","Computer Peripherals","Small Box","Adesso Programmable 142-Key Keyboard","0.79","United States","Central","Kansas","Emporia","66801","3/22/2015","3/23/2015","-521.09","4","60.992","558.17","88870"
"23550","Medium","0.08","6.84","8.37","true","1940","Eileen McDonald","Regular Air","Corporate","Office Supplies","Scissors, Rulers and Trimmers","Small Pack","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","0.58","United States","West","Utah","Draper","84020","3/22/2015","3/24/2015","-29.49","1","0.5472","8.39","88870"
"25531","Low","0","78.65","13.99","false","1940","Eileen McDonald","Regular Air","Corporate","Office Supplies","Appliances","Medium Box","Honeywell Quietcare HEPA Air Cleaner","0.52","United States","West","Utah","Draper","84020","4/19/2015","4/26/2015","386.0067","7","0","559.43","88871"
"25532","Low","0.08","122.99","70.2","false","1940","Eileen McDonald","Delivery Truck","Corporate","Furniture","Chairs & Chairmats","Jumbo Drum","Global High-Back Leather Tilter, Burgundy","0.74","United States","West","Utah","Draper","84020","4/19/2015","4/24/2015","-1867.97","10","98.392","1216.52","88871"
"20371","Medium","0.08","90.98","56.2","false","1946","Teresa Wallace","Regular Air","Consumer","Furniture","Office Furnishings","Medium Box","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","0.74","United States","East","Pennsylvania","Mount Lebanon","15228","1/26/2015","1/28/2015","-1920.9336","12","87.3408","1058.36","86331"
"20372","Medium","0.07","5.98","5.35","true","1946","Teresa Wallace","Regular Air","Consumer","Office Supplies","Paper","Small Box","Xerox 1947","0.4","United States","East","Pennsylvania","Mount Lebanon","15228","1/26/2015","1/28/2015","-37.1752","3","1.2558000000000002","18.31","86331"
"21762","Low","0.05","424.21","110.2","false","1949","Dana Waller","Delivery Truck","Small Business","Furniture","Tables","Jumbo Box","Bush Advantage Collection® Racetrack Conference Table","0.67","United States","West","Montana","Bozeman","59715","2/1/2015","2/5/2015","-213.4028","12","254.526","4935.22","90415"
"24793","Not Specified","0.01","6.68","4.91","true","1950","Leslie Shannon","Regular Air","Small Business","Office Supplies","Paper","Small Box","Xerox 1986","0.37","United States","West","Montana","Butte","59750","1/6/2015","1/8/2015","-15.48","7","0.4676","51.03","90414"
"23378","High","0.09","40.98","6.5","true","1956","Justin Frank","Regular Air","Consumer","Technology","Computer Peripherals","Small Box","Targus USB Numeric Keypad","0.74","United States","West","Colorado","Louisville","80027","6/19/2015","6/21/2015","-50.245","19","70.0758","746.91","89820"
"21638","High","0.09","77.51","4","true","1957","Ted Crowder","Regular Air","Consumer","Technology","Computer Peripherals","Small Box","Micro Innovations Media Access Pro Keyboard","0.76","United States","Central","Missouri","University City","63130","4/7/2015","4/9/2015","-387.1044","1","6.9759","77.47","89818"
"24640","Low","0.09","30.98","6.5","true","1958","Vickie Martinez","Express Air","Consumer","Technology","Computer Peripherals","Small Box","Belkin ErgoBoard™ Keyboard","0.64","United States","West","Oregon","West Linn","97068","6/18/2015","6/22/2015","-55.97","7","19.5174","204.34","89819"
"3956","Critical","0","20.28","14.39","false","1959","Bonnie Matthews Rowland","Regular Air","Corporate","Furniture","Office Furnishings","Small Box","Career Cubicle Clock, 8 1/4"", Black","0.47","United States","South","Florida","Miami","33916","1/22/2015","1/22/2015","-66.2473","9","0","206.04","28225"
"3684","Low","0.02","9.99","11.59","true","1959","Bonnie Matthews Rowland","Regular Air","Home Office","Office Supplies","Paper","Small Box","Hammermill Color Copier Paper (28Lb. and 96 Bright)","0.4","United States","South","Florida","Miami","33916","4/18/2015","4/27/2015","-171.1577","43","8.5914","475.42","26342"
"3685","Low","0.02","48.04","5.79","true","1959","Bonnie Matthews Rowland","Regular Air","Home Office","Office Supplies","Paper","Small Box","Xerox 1937","0.37","United States","South","Florida","Miami","33916","4/18/2015","4/23/2015","624.239","74","71.0992","3598.82","26342"
"3686","Low","0.04","6.68","4.91","true","1959","Bonnie Matthews Rowland","Regular Air","Home Office","Office Supplies","Paper","Small Box","Xerox 1986","0.37","United States","South","Florida","Miami","33916","4/18/2015","4/25/2015","-14.3241","5","1.3359999999999999","41.22","26342"
"21685","Low","0.02","48.04","5.79","true","1962","Sean Burton","Regular Air","Home Office","Office Supplies","Paper","Small Box","Xerox 1937","0.37","United States","Central","Michigan","Saginaw","48601","4/18/2015","4/23/2015","604.0191","18","17.2944","875.39","88857"
"21686","Low","0.04","6.68","4.91","true","1962","Sean Burton","Regular Air","Home Office","Office Supplies","Paper","Small Box","Xerox 1986","0.37","United States","Central","Michigan","Saginaw","48601","4/18/2015","4/25/2015","-11.6316","1","0.2672","8.24","88857"
"22488","Medium","0.01","78.65","13.99","false","1967","Carolyn Hoffman","Express Air","Small Business","Office Supplies","Appliances","Medium Box","Honeywell Quietcare HEPA Air Cleaner","0.52","United States","Central","Iowa","Clinton","52732","3/18/2015","3/19/2015","442.3659","8","6.292000000000001","641.11","89456"
"26220","Medium","0.02","11.58","5.72","true","1971","Marsha Roy","Regular Air","Corporate","Office Supplies","Envelopes","Small Box","Peel & Seel® Recycled Catalog Envelopes, Brown","0.35","United States","South","Mississippi","Tupelo","38801","1/18/2015","1/19/2015","-259.756","3","0.6948","35.48","91550"
"26223","Medium","0.05","350.99","39","false","1972","Priscilla Brandon","Delivery Truck","Corporate","Furniture","Chairs & Chairmats","Jumbo Drum","Global Leather Executive Chair","0.55","United States","East","Pennsylvania","Willow Grove","19090","1/18/2015","1/20/2015","1469.7276","6","105.29700000000001","2130.04","91550"
"26224","Medium","0.04","15.99","9.4","true","1972","Priscilla Brandon","Express Air","Corporate","Technology","Office Machines","Small Box","AT&T Black Trimline Phone, Model 210","0.49","United States","East","Pennsylvania","Willow Grove","19090","1/18/2015","1/20/2015","-83.55306","5","3.1980000000000004","82.8","91550"
"18795","Medium","0.09","20.48","6.32","true","1974","Robert Brantley","Regular Air","Consumer","Office Supplies","Appliances","Small Box","Kensington 6 Outlet Guardian Standard Surge Protector","0.58","United States","Central","Michigan","Dearborn Heights","48127","5/20/2015","5/21/2015","-16.89","5","9.216","99.02","89040"
"18796","Medium","0.06","15.67","1.39","true","1974","Robert Brantley","Regular Air","Consumer","Office Supplies","Envelopes","Small Box","#10 White Business Envelopes,4 1/8 x 9 1/2","0.38","United States","Central","Michigan","Dearborn Heights","48127","5/20/2015","5/21/2015","25.51","3","2.8205999999999998","46.4","89040"
"25731","Critical","0.05","70.98","46.74","false","1976","Sherri F Vogel","Delivery Truck","Consumer","Furniture","Bookcases","Jumbo Box","Hon Metal Bookcases, Putty","0.56","United States","Central","Michigan","East Lansing","48823","1/10/2015","1/11/2015","-850.6524","8","28.392000000000003","551.51","89039"
"25732","Critical","0.05","11.55","2.36","true","1976","Sherri F Vogel","Regular Air","Consumer","Office Supplies","Pens & Art Supplies","Wrap Bag","Newell 309","0.55","United States","Central","Michigan","East Lansing","48823","1/10/2015","1/12/2015","98.5251","12","6.93","142.79","89039"
"24887","Critical","0.06","40.99","17.48","false","1976","Sherri F Vogel","Regular Air","Consumer","Office Supplies","Paper","Small Box","Xerox 1893","0.36","United States","Central","Michigan","East Lansing","48823","3/23/2015","3/25/2015","214.23","14","34.4316","585.08","89041"
"21692","Not Specified","0.05","20.99","3.3","true","1979","Marianne Weiner Ennis","Regular Air","Corporate","Technology","Telephones and Communication","Small Pack","Accessory39","0.81","United States","West","Colorado","Littleton","80122","5/5/2015","5/6/2015","21.8834","4","4.1979999999999995","72.75","87757"
"24935","Not Specified","0.1","7.37","5.53","true","1984","Lynne Wilcox","Regular Air","Consumer","Technology","Computer Peripherals","Small Pack","Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box","0.69","United States","South","South Carolina","Hilton Head Island","29915","5/16/2015","5/16/2015","290.202","38","28.006000000000004","269.33","91258"
"20568","Not Specified","0.01","15.31","8.78","true","1986","Lynda Rosenthal","Regular Air","Home Office","Office Supplies","Storage & Organization","Small Box","Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black","0.57","United States","Central","Texas","Midland","79701","5/6/2015","5/7/2015","12.146","23","3.5213","377","90888"
"20569","Not Specified","0.05","7.99","5.03","true","1986","Lynda Rosenthal","Express Air","Home Office","Technology","Telephones and Communication","Medium Box","Bell Sonecor JB700 Caller ID","0.6","United States","Central","Texas","Midland","79701","5/6/2015","5/8/2015","5.68700000000001","4","1.598","42.99","90888"
"19336","High","0.05","20.98","21.2","false","1988","Anna Burgess","Regular Air","Home Office","Furniture","Office Furnishings","Medium Box","36X48 HARDFLOOR CHAIRMAT","0.78","United States","West","Utah","Draper","84020","1/3/2015","1/4/2015","-181.102","3","3.1470000000000002","65.69","89999"
"22600","Not Specified","0.04","355.98","58.92","false","1989","David Weaver","Delivery Truck","Home Office","Furniture","Chairs & Chairmats","Jumbo Drum","Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms","0.64","United States","West","Utah","Holladay","84117","1/21/2015","1/22/2015","882.93","8","113.9136","2748.21","90000"
"22601","Not Specified","0.09","19.98","8.68","true","1989","David Weaver","Regular Air","Home Office","Office Supplies","Paper","Small Box","Southworth 25% Cotton Premium Laser Paper and Envelopes","0.37","United States","West","Utah","Holladay","84117","1/21/2015","1/22/2015","6.6804","5","8.991","93.19","90000"
"20554","High","0.01","30.98","6.5","true","1989","David Weaver","Regular Air","Corporate","Technology","Computer Peripherals","Small Box","Belkin ErgoBoard™ Keyboard","0.64","United States","West","Utah","Holladay","84117","5/15/2015","5/16/2015","46.29","11","3.4078000000000004","363.37","90001"
"20555","High","0.01","40.99","19.99","false","1989","David Weaver","Regular Air","Corporate","Office Supplies","Paper","Small Box","White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11","0.36","United States","West","Utah","Holladay","84117","5/15/2015","5/18/2015","177.79","11","4.508900000000001","480.75","90001"
"21723","Medium","0.1","1.6","1.29","true","1989","David Weaver","Regular Air","Home Office","Office Supplies","Pens & Art Supplies","Wrap Bag","Sanford Pocket Accent® Highlighters","0.42","United States","West","Utah","Holladay","84117","4/30/2015","4/30/2015","-14.9904","11","1.7600000000000002","16.88","90003"
"25417","Medium","0","47.9","5.86","true","1991","Paula Hubbard","Regular Air","Home Office","Office Supplies","Paper","Small Box","Xerox 1938","0.37","United States","West","Utah","Kearns","84118","2/22/2015","2/24/2015","638.3811","18","0","925.19","90002"
"19797","Not Specified","0.1","125.99","8.99","true","1997","Harriet Bowman","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","5170i","0.57","United States","South","South Carolina","Hilton Head Island","29915","1/25/2015","1/28/2015","17.652","4","50.396","408.66","90333"
"19581","Medium","0.01","16.48","1.99","true","1997","Harriet Bowman","Regular Air","Consumer","Technology","Computer Peripherals","Small Pack","Maxell DVD-RAM Discs","0.42","United States","South","South Carolina","Hilton Head Island","29915","5/7/2015","5/8/2015","739.674","7","1.1536","122.93","90334"
"21003","Low","0","24.92","12.98","false","1997","Harriet Bowman","Regular Air","Consumer","Office Supplies","Binders and Binder Accessories","Small Box","GBC Standard Therm-A-Bind Covers","0.39","United States","South","South Carolina","Hilton Head Island","29915","6/2/2015","6/2/2015","-23.156","1","0","32.66","90335"
"20392","Not Specified","0.06","4.42","4.99","true","1998","Judy Frazier","Regular Air","Corporate","Office Supplies","Envelopes","Small Box","Grip Seal Envelopes","0.38","United States","East","New York","East Massapequa","11758","6/3/2015","6/5/2015","-10.435","3","0.7956","14.85","90568"
"24075","Medium","0.06","4.24","5.41","true","2004","James Dickinson Ball","Regular Air","Home Office","Office Supplies","Binders and Binder Accessories","Small Box","Storex DuraTech Recycled Plastic Frosted Binders","0.35","United States","West","Montana","Bozeman","59715","4/17/2015","4/19/2015","-78.91668","10","2.544","45","91277"
"24076","Medium","0.04","6783.02","24.49","false","2004","James Dickinson Ball","Regular Air","Home Office","Technology","Office Machines","Large Box","Polycom ViewStation™ ISDN Videoconferencing Unit","0.39","United States","West","Montana","Bozeman","59715","4/17/2015","4/19/2015","-13562.637408","1","271.3208","6569.07","91277"
"25251","Not Specified","0.03","5.78","5.37","true","2006","Cynthia Khan","Regular Air","Home Office","Office Supplies","Paper","Small Box","Xerox 1950","0.36","United States","West","Colorado","Durango","81301","3/5/2015","3/6/2015","-63.35","15","2.601","88.22","88798"
"20006","Medium","0.1","10.48","2.89","true","2016","Wayne Bean","Regular Air","Corporate","Office Supplies","Pens & Art Supplies","Small Pack","Staples Battery-Operated Desktop Pencil Sharpener","0.6","United States","Central","Michigan","Southgate","48195","6/18/2015","6/19/2015","-8.904","4","4.192","40.29","86874"
"18989","High","0.07","39.48","1.99","true","2014","Cathy Simon","Regular Air","Home Office","Technology","Computer Peripherals","Small Pack","80 Minute CD-R Spindle, 100/Pack - Staples","0.54","United States","Central","Iowa","Council Bluffs","51503","3/22/2015","3/24/2015","88.72","4","11.0544","151.27","88367"
"18990","High","0","4.91","0.5","true","2014","Cathy Simon","Regular Air","Home Office","Office Supplies","Labels","Small Box","Avery 493","0.36","United States","Central","Iowa","Council Bluffs","51503","3/22/2015","3/24/2015","7.2519","2","0","10.51","88367"
"21573","Critical","0.06","6.48","7.49","true","2014","Cathy Simon","Regular Air","Home Office","Office Supplies","Paper","Small Box","Xerox 220","0.37","United States","Central","Iowa","Council Bluffs","51503","4/4/2015","4/4/2015","-191.49","12","4.6656","74.93","88368"
"25557","Critical","0.02","120.98","58.64","false","2020","Erika Jordan","Delivery Truck","Home Office","Furniture","Bookcases","Jumbo Box","O'Sullivan Living Dimensions 2-Shelf Bookcases","0.75","United States","East","Pennsylvania","Plum","15239","2/13/2015","2/15/2015","-1330.5","11","26.6156","1370.99","86933"
"22145","Critical","0.04","120.97","7.11","true","2030","Lindsay O'Connell","Regular Air","Corporate","Technology","Office Machines","Medium Box","Canon BP1200DH 12-Digit Bubble Jet Printing Calculator","0.36","United States","Central","Texas","Greenville","75401","3/17/2015","3/17/2015","1320.5496","16","77.4208","1913.84","91059"
